Topic,Document,Video
4,"white described the flavor , but ... now when i see her i want water . want shut my car . let 's try the second gosh shall we . also , your eyes wide shot the equipment . i sex with you . to give my shaun the wall eat . ice , and i 'm one of them . let 's give kinda have . and coke bin . some meat . focus on the bugs . her mouth tastes like worms . worm you . i 'd win survivor be breath . that is a food this is fake . this is ai and at this . no . it 's real . they 're already trying to des us all to the fact that we 're gon na eventually eat bugs . oh or , some kind of fake bullshit meat . that 's not even real meat . nothing you 've tasted . like ... i believe so much in the mission of beyond meat , but i 've stepped into help with my greatest asset . my taste . my taste .",episode-41-lockdown.txt
4,"but we have un unmatched first cassie , which is the mental clarity compound , which has been constructed . and we have sheer into , which is a vitamin and support complex . obviously , unmatched_per cast easy the ability to perceive , per acid , means prop per . the ability to see things , perceive things , sheer into ability . into fatigue means somebody who does not get tired , does not fatigue . that 's vitamin and support complex , and we have feared_opponent , which is a test testosterone booster because also your hormones are very important as man have high test testosterone level . if you stay a little_bit hungry , eat a meat heavy diet , lobster of coffee , have your three supplements , which you can find on corporate tech dot_com . you will be begin to work faster . absolutely guarantee it .",episode-8-awakened-warrior.txt
4,"we 've been up for twenty two hours . we have court tomorrow . so we 're gon na be up for forty hours . you know , we need fire_blood . it 's important guys , you can also get fire at top_g dot_com . do you have any idea how you 'll feel if you walk through life . with the cobra emblem here and the saying on the back , in your darkest hours call me brother , and i will fight beside you . fire_blood in your veins . mh . and a why you gay t_shirt . go to talk g_dot com , you could change your entire life at you entire . you 'll be a whole different person . you 'll be a whole different person . if you drink some fire_blood and get a why you gay t_shirt . yeah . you need it . right . we do n't have glasses here . so i guess we 're having to mix it in our mouth . oh , dry scoop . my favorite . mixing in our mouths like heroes .",episode-86-the-fate-of-america.txt
4,"everybody 's asleep . zoom my face . i put i put the banner up . put the banner up . only of you out mister . this is carefully planned . alright . cool . miss producer there you go . hi there , ladies and gentlemen , boys and girls . if you drink horrible tasting fire_blood to get all your essential vitamins and minerals . as you know , it makes you wan na throw up . so what you do to counteract is use liquids that make you wan na throw up anyway . like whiskey . so with a scoop fire_blood in with your whiskey , you mix it with the butt of your cigarette . to make it extra , fantastic and extra delicious . because as of you know , two positives can cancel that make a negative . fire_blood makes you wan na to throw up . whiskey makes you wan na to throw up , and together , mix with the cigarette .",episode-44-black-swan.txt
4,"there 's such the thing as having yours . that ? can always have more . alright . cool . let 's do it . can wait for a nice delicious hit fire . how do n't even have a cup ? one scoop . in my old coffee cup . i do n't have a cup . could someone bring me a fucking cup . sparkling war . somebody bring me a cup . a cup . add some whiskey . fire_blood has all of the essential vitamins , minerals and amino_acids you need in one convenient scoop . in fact , it actually has a lot more of you could ever possibly process , which means it makes all of your piss yellow . there are thousands and thousands of percent of every_single vitamin . none of this recommended daily allowance gay shit . no .",episode-44-black-swan.txt
4,"but the kind of person is gon na take a supplement which tastes_disgusting with those slavery and whatsoever or or you kinda something it tastes like cookie_crumble , and your peas do n't even yellow because there 's only a little_bit of vitamins in it . oh , but i 've only got my daily recommended allocation of white removable . i 'm scared of my be out when invited hurt a long will get mad . at it me to be wasteful . i do n't want brother to come into the gym and beat me up . fucking day . he does n't want staged ten getting leaked . as far as i know . yeah . i just . cool . welcome to the trenches . you bought their motherfuckers . one of the last time you seen me smoke a cigarette . never . she show cigars yes , but a cigarette . that 's rock bottom . that 's jail . when i plus that cigarette times are hard .",episode-92-in-the-trenches.txt
4,"i want all the amino_acids and all the minerals and i want all in one scoop with no flavoring and no junk whatsoever , and i create it myself and i did n't intend on it tasting like p. but it does . it 's vile , and i stood by it . i did not cook out and turn into cookie_crumble flavor . no . fire_blood . in fact , i 'm gon na play the fire_blood . it 's so fucking legendary epic . where is it ? i fucking taste disgusting . it does taste bad . that gang uganda so they need it . let me let me drink my fire_blood first . let me suffer . see that 's why i ca n't do . drink it all more . i have to sip it and enjoy the taste . oh , bro . it 's great . i 'm almost feminist as you all know , and i really respect the opinions winning . and that 's why i 'm hearing in this woman 's only gym .",episode-39-warriors.txt
4,"and the reason for that is very simple . we have all of the vitamin minerals and amino_acids , the body can need and once the union scoop fire . and like a man , made it excessive . but the kind of person is gon na take a supplement which tastes_disgusting with those slavery whatsoever or for you it tastes like cookie_crumble , and your peas got even yellow because there 's only a little_bit of vitamins in it . oh , i 've only got my daily recommended allocation of viper mutual . i 'm scared of my pee out too many vitamins heard a bumper will get now me to being wasteful . i do n't want whether to come into the gym and beat me fucking k. fire makes a piss quite yellow . like a man , manly yellow piss . none of that clear water day little girl pissed man fist . and the reason for that is it 's very simple .",episode-92-in-the-trenches.txt
4,"also , you wan na make sure that the people you hang_around with or as powerful as possible and my brother and i are gon na keep doing and our very best to free you all from the matrix . any closing statements before i play the best song that ever existed on the face of planet . fortune favors the prepared mind . top_g dot_com . in fact , we also have something else on top_g dot_com . i wan na show everybody quickly because we are requested this . everyone was asking for this . i think we got over three hundred emails asking for an ash tray . so when you have your vitamin and c. in fact , let me just get some vitamin c. whenever your vitamin see , you can be reminded of your brilliance as you ash the cigar .",episode-35-mind-aikido.txt
4,"but this is good for women also , and guys were saying my wife drinks this . my woman drinks this . i make her drink it because we 're i 'm trying to have a whole_bunch of kids and a hurts her stomach . so i said that 's fine . so it tastes_disgusting , more vitamins than ever before , brand_new packaging , brand_new formula . it 's gon na taste horrible , no flavoring at all , no stomach cake is the best supplement on the planet , and anyone who knows about supplements who wants to do their due diligence to look all the ingredients as to high as quality ingredients is everything we 've changed a bunch of stuff , all organic , natural best best best best . by the time we fucking make this stuff and ship it out . i make , like , a dollar a carton . i do n't even make any money , but i do n't give a shit .",episode-82-huge-announcement.txt
4,"one , who has a thought think mo minerals and all the vitamins and all the amino_acids and putting them in a fantastic easy to use product . with no flavoring whatsoever . so i 've created it fire_blood , and we 're here to see what women think of it at this girl 's on . so girls ? this is fine . this is my product . please give us a very honest review . girls love it . they love it . do n't listen to what girls say . they do n't mean it . they love it and that 's the best thing about fire because you know what ? life is pain . everything good in life is gon na be pain when you go to the gym , you 're supposed to suffer every_single good thing is gon na come to you in life is gon na come through pain . your supplement , what is good for your body . is never gon na taste like cookie_crumble .",episode-86-the-fate-of-america.txt
4,"so i asked i 'm getting a lot of compliments on this look by way . i think i can grow the mustache out . i asked the ai machine , the computer mind . i thought , well , let 's go to the ai see what the ai says we should do my ... the one who says the founding fathers are black . correct . oh , they are . nice . i went to the eyes . i went to ai , and i said , ai . everything 's got plastic in it and is bad for us , what should i do ? and it gave me a solution , which i guess would solve the problem , kill yourself , but almost , but it would make another problem . it said that there 's a lot less plastics in plant based product . so become a vegan and reduce my dependency on meat . the problem with that is i would no longer have plastic balls correct . i do n't know if i have any balls at all . have no balls .",episode-55-plastic-balls.txt
4,"because say it 's disgusting in horrible . oh , do n't do . i do n't want to it it is discussing in horrible . this is how gon na be jar coffee that interested in . this competition between us . give me the jar . nothing good comes of it . my unmatched coffee capacity . couple with sheer accountability makes me appeared opponent at every realm of vegan granulated coffee . remember when we got that sc board that tiny little sc board that we hustle . off those other roommates for cigarettes . and we changed rules of sc board . we changed the rules of sc , so you could make any word that sounds like it could pla be a word . so originally , we play real scramble two or three times about once a day . and then there was a word that probably was a word , but we did n't have a dictionary to check if it was a word or not .",live-from-jail.txt
